NUMERO_FACTURA;FECHA_COMPRA;VALOR;DESCUENTO;IVA;VALOR_TOTAL;SUCURSAL_NOMBRE;SUCURSAL_CIUDAD;SUCURSUAL_DIRECCION;CORREO_CLIENTE
229998;2018-01-13;69811;22;5;4543614;Kedzie;Xinqiaohe;08 Raven Junction;mtrass6r@behance.net
158848;2018-05-30;492248;23;3;6884915;Vidon;Juḩr ad Dīk;4 Northwestern Avenue;hborgars6s@yale.edu
411189;2018-11-16;873600;6;5;3527182;Vermont;Astara;6715 Forest Run Park;sfurneaux6t@who.int
791369;2018-10-17;896141;53;3;3210695;Springview;Pecna;556 Bayside Trail;dcammacke6u@examiner.com
435756;2018-08-25;735930;60;5;395527;Hintze;Sydney South;57610 Eggendart Hill;sgath6v@prnewswire.com
528377;2018-10-29;938507;11;2;8465044;Paget;Vitry-sur-Seine;4714 3rd Terrace;rgonnely6w@comcast.net
213032;2018-11-08;13273;59;4;6799368;Kennedy;Dibulla;6931 Morning Terrace;amcness6x@springer.com
502039;2018-01-13;512122;40;3;1626669;Pearson;Gornji Petrovci;5723 Melody Place;mnozzolii6y@theguardian.com
470575;2018-10-24;914728;45;4;8297823;Donald;Minneapolis;423 Jana Terrace;mgeekin6z@rambler.ru
974554;2017-12-19;102676;0;4;270527;Hoard;Kävlinge;6704 Thackeray Trail;lpond70@wisc.edu
230647;2018-09-14;510279;58;3;9982235;Utah;Al Ghayl;076 Debra Crossing;kklezmski71@github.io
228774;2018-08-21;56024;0;1;4534689;Pine View;Zhaxi;50457 Summer Ridge Place;cneggrini72@trellian.com
497229;2018-11-28;613771;32;2;9141684;Melody;Lete;123 Valley Edge Trail;jandrasch73@deliciousdays.com
338694;2018-02-03;722312;29;3;6436121;Rockefeller;Meizhou;979 Canary Court;gnock74@wordpress.org
266059;2018-05-09;606399;40;2;6345800;Sachs;Cacocum;5 Golf Street;ptofful75@networksolutions.com
255456;2018-07-05;916000;4;1;5999977;Springview;Nowa Ruda;28 Debra Pass;aroseborough76@webmd.com
540967;2018-06-17;287648;60;5;2941793;Ridgeview;Pajala;0553 Coleman Place;gcotelard77@ebay.co.uk
51059;2018-06-15;493876;53;2;4375086;Chive;Arboga;54277 Kropf Plaza;rthomason78@gravatar.com
260375;2018-10-21;659861;10;5;8236791;Kinsman;Nagai;09 Manufacturers Crossing;nbehrend79@discovery.com
219129;2018-06-08;694736;14;5;3193815;Reindahl;Custódia;318 Arrowood Place;abelford7a@yellowbook.com
885079;2018-09-10;402266;27;3;5827239;Charing Cross;Watsa;68745 Hoard Junction;aspollen7b@mozilla.org
905763;2018-09-18;544219;37;3;3445072;Corscot;Baleal;97141 Ilene Hill;lorchard7c@usgs.gov
399744;2017-12-21;182500;50;4;7661788;Elka;Stari Kuty;45 Pierstorff Way;bshilton7d@fema.gov
772380;2018-07-04;132390;26;4;2928662;Dennis;Yaté-Barrage;27 Bluejay Trail;frysom7e@4shared.com
368819;2018-05-30;371103;22;2;5130826;Bunker Hill;Baganga;013 Karstens Court;pzorzin7f@cornell.edu
252867;2018-07-04;644535;38;3;2432357;Kipling;Uppsala;649 Homewood Circle;hguerrero7g@de.vu
166524;2018-01-11;57260;10;5;7584430;Banding;Vila Fria;51 Mockingbird Road;mlofts7h@home.pl
595476;2018-06-13;301205;27;3;9699975;Anniversary;Oof;6 Lawn Way;bcurgenven7i@msn.com
700896;2018-03-24;323801;37;3;779562;Cody;Shizukuishi;271 Commercial Court;gduligall7j@spiegel.de
914409;2018-08-15;756914;13;2;6788054;Caliangt;Hongdu;39 3rd Place;lforrestill7k@nasa.gov
560341;2018-06-08;295695;18;4;5247836;Leroy;Pondoktelo;1 Coleman Street;astevani7l@seattletimes.com
439073;2018-04-23;878414;24;5;6174839;Mosinee;San Bernardino;0 Kropf Way;cbrown7m@list-manage.com
468607;2018-03-22;717725;40;3;5308748;Aberg;Villa Elisa;9390 Hayes Court;lblyden7n@sbwire.com
203016;2018-04-06;603087;38;3;9010009;Havey;Patong;7 Rigney Pass;disaksen7o@liveinternet.ru
153059;2018-09-22;150300;25;4;294226;Old Gate;Umm al Qaywayn;6646 Sundown Drive;pevason7p@ucla.edu
297608;2018-03-24;329317;30;4;4236308;Pennsylvania;Auna;2672 Twin Pines Court;scalloway7q@squidoo.com
811661;2017-12-03;351554;16;4;4353387;Westend;Houmt Souk;5 Transport Crossing;mhatherall7r@sciencedirect.com
683410;2018-06-05;742143;54;2;8991565;Eggendart;Tingqian;31 Montana Street;wstebles7s@privacy.gov.au
367370;2018-05-01;728073;46;1;4100544;Hayes;Turinsk;8 Clyde Gallagher Trail;kwetherell7t@cornell.edu
167623;2018-04-16;845450;27;3;2701198;Green;Xiaxihao;895 Dakota Park;mbelle7u@sitemeter.com
391502;2018-06-13;853436;25;2;4435041;Marquette;Sucre;82 Norway Maple Way;mchewter7v@devhub.com
483119;2018-02-20;17077;52;1;5864069;Barby;Seoam;0045 Pawling Drive;abutte7w@odnoklassniki.ru
122005;2018-10-21;197931;38;3;5418101;Forest Dale;Pingtang;375 Ridgeway Way;mcollcutt7x@theglobeandmail.com
382421;2018-11-14;159925;13;3;4308397;New Castle;Clermont-Ferrand;26346 Independence Avenue;aboycott7y@dropbox.com
239762;2018-09-13;764961;45;1;7647410;Loeprich;Huangdao;8 Morningstar Drive;aancketill7z@foxnews.com
858969;2018-08-28;412858;3;3;7972478;Tony;Bukama;04683 Manufacturers Lane;jalcock80@noaa.gov
932528;2018-04-08;33724;52;4;6165330;Mayer;Nova Viçosa;32062 Buhler Drive;mcorinton81@forbes.com
582391;2018-08-20;165653;41;4;63898;Graedel;Dongshandi;15 Morning Court;tleteurtre82@ftc.gov
38445;2018-05-04;566912;22;5;8007468;Bashford;Samoš;218 Rutledge Drive;mpaszek83@kickstarter.com
690316;2018-04-09;726701;8;1;8119418;Portage;Baruchowo;8 Meadow Valley Crossing;rnequest84@virginia.edu
980498;2018-06-23;72366;23;3;9373827;Barnett;Telhado;91 Washington Road;tcharrier85@wikispaces.com
928740;2018-10-05;685073;29;5;1103766;Dottie;Mauraro;680 Warner Junction;hbraiden86@free.fr
373378;2018-08-16;560841;17;3;1892713;Continental;Temyasovo;2 Homewood Center;jsollett87@g.co
988095;2018-05-21;146094;48;2;5954536;Veith;Yuanmou;548 Hoepker Hill;dbulgen88@over-blog.com
131878;2018-02-17;980603;14;2;9358813;Wayridge;Kuwumkumambal;00 Heath Way;cteall89@dion.ne.jp
185870;2018-01-17;475172;30;3;9785863;Almo;Jablah;390 Darwin Parkway;dtweedy8a@wisc.edu
958029;2018-05-09;362418;34;3;8079828;Green Ridge;Quevedo;49 Blue Bill Park Lane;agrono8b@indiatimes.com
221544;2018-11-22;499213;60;4;982879;Cambridge;Mar’’ina Horka;66 La Follette Lane;bdobrovolski8c@multiply.com
486747;2017-12-29;728572;19;4;387138;Mosinee;Managua;88824 Superior Street;vdicte8d@bloglovin.com
659285;2018-08-05;734503;25;1;1102090;Huxley;San Diego;7085 Bashford Parkway;anellis8e@mac.com
682290;2017-12-08;371246;15;1;25304;Garrison;Gao’an;3 Meadow Ridge Lane;dmartonfi8f@ow.ly
894618;2018-03-12;835626;2;2;7165572;Shasta;Youssoufia;7428 Holmberg Center;awaite8g@cnbc.com
989499;2018-11-26;519812;56;1;9390164;Westport;Milton;6 Westport Pass;jmapledoore8h@mayoclinic.com
981974;2018-02-04;887493;49;3;6026583;Everett;Jiangtun;7 Ryan Hill;cmuro8i@wordpress.com
867715;2018-04-23;272894;50;4;4748866;Village;Chavárion;8 5th Street;mstadding8j@weebly.com
979125;2018-05-04;71962;32;2;2507251;Blackbird;Hanyuan;73817 Schurz Street;amonget8k@hc360.com
292067;2018-05-01;365963;56;4;2701783;Parkside;Botucatu;1425 Bluestem Circle;jograda8l@skyrock.com
530791;2018-05-12;387791;16;4;7813093;Lakeland;Bobonan;24 Burrows Lane;jisaksen8m@bloglines.com
645945;2017-12-27;60224;45;2;4516588;Sycamore;Sumbergebang;5038 Meadow Valley Alley;lblackaller8n@cdbaby.com
672636;2018-07-08;533291;54;3;4844476;Mendota;Bowang;4 Sutherland Crossing;jballendine8o@deliciousdays.com
543796;2018-06-22;280493;24;1;5278118;Ridgeview;Hofors;46818 Dayton Lane;lwerner8p@friendfeed.com
885109;2017-12-12;941708;32;4;5148031;Mallard;Volokolamsk;511 Merchant Alley;wgomm8q@google.es
489544;2018-03-11;106867;26;3;7374826;Forest;Zlín;37 Kinsman Hill;cfirle8r@xrea.com
93543;2017-12-25;651488;45;1;4323975;Granby;Lufang;9271 Schurz Park;smattussevich8s@hostgator.com
72666;2018-07-24;27541;17;3;6958842;Dixon;Fujinomiya;41 Hoard Trail;fseden8t@devhub.com
365060;2018-11-22;160631;38;5;4777673;Ridgeway;Xinyu;5621 Shasta Parkway;dmaber8u@sciencedirect.com
102970;2018-02-22;310466;14;3;5861361;Hoard;Bairros;409 Cordelia Way;rprichard8v@google.pl
80813;2018-11-05;375285;33;5;4949844;Cascade;Bucay;58874 La Follette Junction;abagby8w@comcast.net
41260;2018-06-26;477596;29;4;3623399;Morning;Tenjolaya;33 Tony Street;tmontrose8x@yelp.com
532056;2018-03-03;862970;20;3;2824366;Gina;Örebro;2 Shopko Trail;cmeineken8y@ycombinator.com
138492;2018-03-08;671176;57;4;2159882;Messerschmidt;Psychikó;458 Gerald Parkway;mleile8z@cnn.com
781055;2018-08-16;469038;10;3;5614799;Hovde;20 de Noviembre;09191 Parkside Court;cconwell90@mit.edu
175354;2018-02-20;584366;23;3;9770685;Homewood;Gugut;02 Jay Pass;balfwy91@shinystat.com
701010;2018-10-18;88096;39;1;7868449;Banding;Bhiria;1978 Pepper Wood Parkway;eluxon92@behance.net
177249;2017-12-12;98861;29;4;7565724;Buhler;Denyshi;36064 Larry Way;rsnowball93@angelfire.com
298970;2018-01-14;834860;2;2;2277102;Maryland;Rosebank;3 West Trail;acrossfeld94@apple.com
986748;2018-11-05;301189;40;5;8859149;Westridge;Zoushi;3473 Spaight Way;ppeggrem95@myspace.com
430320;2018-08-26;914227;57;2;4199636;Northridge;Sanjinquan;904 Spenser Road;lcow96@oracle.com
141527;2018-07-26;1382;6;3;1903622;Grasskamp;Bangad;1935 Spenser Court;wduxfield97@thetimes.co.uk
562488;2018-07-18;30704;22;5;2867407;Maple Wood;Baş Göynük;45014 Alpine Circle;rdoy98@ted.com
703104;2017-12-31;672716;39;1;327468;Buhler;Honolulu;0 Gale Street;ewanka99@squarespace.com
666525;2018-03-24;29766;17;1;2618520;Comanche;Colón;79403 Clemons Hill;cmcneice9a@networksolutions.com
168961;2018-04-22;84552;56;1;2065949;Lillian;Rejowinangun;5 Tennyson Street;htotman9b@smh.com.au
865546;2018-10-25;24131;18;4;4063927;Westend;Freiburg im Breisgau;1 Comanche Lane;ktrimby9c@msu.edu
541550;2018-04-01;94961;48;5;7678377;Bayside;Kołbaskowo;8 Springview Way;gfridlington9d@mail.ru
58328;2018-02-10;172311;15;1;3407333;Elka;Toulouse;74 Fordem Junction;rplet9e@ftc.gov
339461;2017-12-15;574496;27;4;5010021;Rusk;Zhouzhuang;52208 Ridgeview Lane;abrearley9f@dedecms.com
264993;2018-05-14;293133;6;3;3716482;Forster;Basqal;30 Eagan Center;wcardo9g@harvard.edu
260465;2018-08-14;483249;1;1;6578104;Swallow;Borgholm;06678 Badeau Drive;ustuddal9h@princeton.edu
59095;2018-09-01;271109;60;4;3567544;Canary;Pyra;402 Evergreen Plaza;wcreighton9i@topsy.com
432019;2018-11-25;22754;48;5;9665660;Huxley;Vista Hermosa;923 Hoepker Point;clobb9j@dot.gov
204073;2018-07-19;459768;56;1;6740422;Mcguire;Lhoknga;6659 Center Circle;cgaule9k@goo.gl
644947;2018-07-07;423686;38;5;9315894;Hollow Ridge;Wielgie;69 Steensland Terrace;mdasent9l@newyorker.com
18111;2018-10-03;162636;53;2;2392397;Summerview;Mŭglizh;8807 Steensland Avenue;gmonelli9m@senate.gov
590682;2018-11-28;770749;28;3;5128807;Clemons;Gancheng;70 Veith Way;gfurniss9n@biglobe.ne.jp
255237;2018-08-30;348847;15;5;1784277;Redwing;Qumudi;7 Nelson Junction;pdeason9o@newyorker.com
444557;2018-07-27;11693;39;2;8848113;Glendale;København;2 Cascade Parkway;stwinning9p@google.cn
16385;2018-04-16;90750;60;3;7121757;Mcbride;Kobe;05 Corscot Pass;aillesley9q@fema.gov
642901;2018-08-12;93330;54;4;790231;Coolidge;Dagsar;45479 Heffernan Plaza;udemullett9r@networkadvertising.org
175359;2018-05-03;863785;17;3;8651610;Steensland;Zhubei;7487 Sunfield Crossing;lkenyon9s@github.io
88641;2018-01-07;722413;30;5;4716311;Bultman;Sigetec;2807 Graedel Alley;atarge9t@tmall.com
824718;2018-10-24;766990;57;1;8692687;Delladonna;Bordeaux;1 Maryland Drive;jmcmechan9u@mtv.com
334492;2018-02-04;875403;6;1;6950628;Tomscot;Ostojićevo;19 Bellgrove Center;cwhibley9v@com.com
885487;2018-01-02;103636;36;4;8003026;Victoria;Martil;68058 Mosinee Hill;ghotton9w@msn.com
494485;2018-01-21;828257;38;1;5488334;Colorado;Paloh;21 Buena Vista Avenue;deschalotte9x@eepurl.com
327846;2018-11-20;707603;0;2;888121;Fairfield;Bełchatów;6971 West Lane;prepp9y@wordpress.org
286861;2018-08-02;429313;25;3;197093;Holmberg;Huikou;7674 Goodland Lane;ysoutherell9z@infoseek.co.jp
59021;2018-07-09;571807;32;3;6794880;Bunker Hill;Novikovo;4 Glendale Trail;emchirriea0@marriott.com
274741;2017-12-05;999936;33;1;306377;Memorial;Thung Song;3 Manufacturers Pass;gfersona1@weibo.com
919131;2018-04-01;165569;54;1;1840761;Dixon;Kokas;709 Corry Court;ygildersleevea2@amazon.de
23871;2018-10-03;181696;30;5;8482945;Karstens;Baih;391 Lakeland Avenue;pextalla3@nature.com
624404;2018-08-01;754995;26;5;2231935;Commercial;Bi’r al ‘Abd;36517 Shopko Crossing;kughia4@hexun.com
430577;2018-02-07;274110;57;1;263569;Fuller;Krynki;50686 Esch Place;pgrichukhina5@amazon.co.uk
125157;2018-10-30;503664;46;3;9719496;Towne;Pereira;9957 Burrows Pass;alowfilla6@ox.ac.uk
596575;2017-12-06;861672;47;1;1004404;Bonner;Aquidauana;6506 Scofield Parkway;vzorzonia7@163.com
946187;2018-11-14;845964;12;3;8688023;Messerschmidt;Kovdor;9601 Hauk Center;sternea8@rakuten.co.jp
670969;2018-01-02;42334;50;1;8626400;Kropf;Zhambyl;79 Nevada Park;cloundsa9@slate.com
5012;2018-08-13;506191;31;3;6590669;Arizona;Carolina;633 Hansons Lane;kbruinaa@army.mil
934941;2018-01-08;903496;34;4;6980118;Coleman;Apucarana;5196 Shoshone Trail;rloteab@homestead.com
961375;2018-03-21;395183;55;4;2588473;Larry;Tanzybey;5 Manley Point;thenriac@over-blog.com
74139;2018-02-14;996239;59;3;4427360;Sachtjen;Ravne;24 Summit Center;wtometad@storify.com
189019;2018-01-21;136229;57;1;2056243;Katie;Aibura;38 Dunning Terrace;ktubbyae@usatoday.com
778891;2018-10-15;303957;3;3;5828100;Clyde Gallagher;Norcasia;7373 Dwight Alley;cmarcamaf@berkeley.edu
884825;2018-11-24;952494;26;2;6148638;Sloan;Zainsk;8265 Muir Circle;curlinag@mashable.com
70090;2018-08-26;745846;15;3;4850970;Cottonwood;Cap-Santé;6 Armistice Avenue;mwhaitesah@ucoz.ru
808349;2018-04-16;464998;2;2;6953587;Debs;Berestechko;37854 Little Fleur Pass;cknowllerai@wix.com
819653;2018-01-23;834548;9;1;6495503;American Ash;Abade de Vermoim;94 Vahlen Street;nutleyaj@chron.com
35358;2018-08-30;834953;20;1;2548972;East;Guay;0830 Rigney Avenue;ghessayak@canalblog.com
736161;2017-12-24;70150;39;4;3268274;Rieder;Gandorhun;4220 Little Fleur Park;mastlesal@businessweek.com
313526;2018-04-19;333984;23;3;7058372;Petterle;Gazanjyk;00 Oak Parkway;hshafieram@ycombinator.com
922897;2018-03-16;673205;0;3;4918601;Petterle;Xiadu;19581 Thackeray Drive;mwestcarran@angelfire.com
639450;2018-05-25;407157;0;4;4257713;Luster;Den Chai;75 Commercial Plaza;lbarendtsenao@lulu.com
263152;2018-07-24;317002;47;3;8878606;Macpherson;Hexiangqiao;33668 Oriole Crossing;hhaydockap@cpanel.net
286965;2018-04-27;470514;25;5;7739285;Evergreen;Trondheim;62917 Florence Point;ccornhillaq@discuz.net
904679;2018-08-13;901832;31;5;9006723;Sage;Nuevo Berlín;5839 Darwin Street;ddaensar@dell.com
797067;2018-05-12;173474;46;4;6981969;Susan;Heqing;5451 Buhler Park;acamidgeas@irs.gov
930228;2018-03-15;543392;56;5;290882;Ridge Oak;Marseille;56 Amoth Junction;cliddleat@eventbrite.com
113466;2018-07-27;60043;37;1;984396;Upham;Las Tejerías;6 Hudson Way;dgillhespyau@qq.com
397001;2017-12-31;121772;22;2;6563915;Russell;Matwaḩ;44 Center Terrace;imionav@nydailynews.com
901033;2018-09-10;382985;19;1;1931856;John Wall;Sete Cidades;85 Golf View Parkway;abainesaw@photobucket.com
792969;2018-09-13;762104;5;3;6685280;Fremont;Osnabrück;6678 Ohio Terrace;gweldrickax@slideshare.net
422867;2018-06-02;998303;53;2;1013712;Atwood;Sherbrooke;43977 Towne Parkway;nmcnirlinay@spiegel.de
267875;2017-12-12;854682;7;3;7259763;Saint Paul;Cantuk Kidul;54 Lunder Circle;ariteleyaz@blog.com
159307;2018-11-20;798640;31;1;4155425;Waywood;Sang-e Chārak;44404 Welch Road;ctourneb0@ibm.com
141130;2018-03-23;598339;1;1;2984009;Maryland;Curumaní;32 Loomis Pass;sborlandb1@ibm.com
411964;2018-03-27;47383;17;5;852180;Onsgard;Lido;8 Redwing Trail;hcouvetb2@cyberchimps.com
19700;2017-12-11;755555;46;1;140851;Portage;Sacramento;46630 Carey Plaza;hlillob3@seesaa.net
225628;2018-07-23;385571;39;4;9435013;Kim;Asheville;762 Mcguire Plaza;zbuggb4@theguardian.com
951730;2018-10-11;918399;1;1;9551532;Monument;Nizhniy Tagil;11227 Division Parkway;kblemenb5@ucoz.com
145738;2018-04-10;829444;34;3;473764;Sundown;Houk;70 Caliangt Park;fteeceb6@omniture.com
357206;2018-10-03;924406;42;1;4637541;Sunbrook;Mt Peto;30204 Hauk Avenue;gdarnbrookb7@163.com
501236;2018-08-14;300592;52;3;8697496;Leroy;Tutul;2 Park Meadow Lane;mvokesb8@meetup.com
413400;2018-05-01;902852;18;5;1456815;Mosinee;Blagnac;59723 Kinsman Drive;fnewmanb9@vkontakte.ru
476661;2018-07-23;783664;34;4;9458386;Moulton;Moulay Yacoub;9 Spaight Plaza;rakedba@epa.gov
43532;2018-11-24;480803;30;1;4155164;Linden;Kadusirung Hilir;79 Armistice Place;aroscampsbb@canalblog.com
743579;2018-09-23;782589;29;4;4874190;Sheridan;Iperu;561 Esch Street;ccoumbebc@cnn.com
69517;2018-10-16;692573;49;4;4238931;Springs;La Mohammedia;145 Thackeray Way;gfrossellbd@dailymail.co.uk
844217;2018-08-30;608846;34;2;9080355;Hansons;Aco;280 Rutledge Trail;amerceybe@mozilla.com
628545;2018-05-20;717071;7;1;1057379;Iowa;Solna;6946 Susan Trail;lleatherborrowbf@earthlink.net
843492;2018-05-23;573467;36;5;1587111;Becker;Santo Domingo;24066 Nelson Way;jfawksbg@facebook.com
562200;2018-03-16;620028;32;5;8244697;Gerald;Hetoudian;64 Monument Point;bgirdlestonebh@unicef.org
282554;2017-12-23;710271;33;3;6451281;Blue Bill Park;Ra’s Bayrūt;1756 Eastwood Alley;shawkeswoodbi@technorati.com
390864;2018-04-18;988348;33;5;9384;Del Mar;pamas;033 Northwestern Crossing;wstofflerbj@businesswire.com
108616;2018-07-18;801882;38;4;1362298;Dayton;Huipinggeng;007 Park Meadow Circle;llapworthbk@fotki.com
62703;2018-02-04;332389;20;4;7956482;Roth;Wang Yang;98 Vernon Point;cblezardbl@loc.gov
701793;2018-07-17;192677;5;2;3630458;Milwaukee;Costeira do Pirajubae;7368 Fuller Place;ctumabm@foxnews.com
618660;2017-12-28;175097;45;3;1487624;International;Svislach;81 Waubesa Trail;eserrellbn@skype.com
708215;2018-07-30;132754;7;2;5459239;Fair Oaks;Artemisa;35190 Norway Maple Plaza;mpennicardbo@craigslist.org
568860;2017-12-23;662104;11;3;1914494;Russell;Nantou;2 Warrior Center;gropsbp@answers.com
344045;2018-03-15;150512;53;2;4328893;Hollow Ridge;Dayr al Ghuşūn;14 Loomis Road;tlardgebq@nhs.uk
260465;2018-02-17;913993;16;2;4573704;Ruskin;Cibunar;940 Straubel Road;rcruikshanksbr@elegantthemes.com
784041;2018-02-26;784920;46;2;2708420;Dixon;Chuanpu;27 Barnett Point;cirvinebs@sitemeter.com
804951;2017-12-08;176662;55;4;7472078;Carpenter;Massy;6 Surrey Junction;irommebt@bloomberg.com
823973;2018-08-02;790510;38;4;7781713;Bunker Hill;Goworowo;63896 Village Way;cchokebu@naver.com
56993;2018-11-05;812014;34;2;5126831;Trailsway;Odemira;46 David Lane;copenshawbv@bloglovin.com
99800;2018-06-21;748137;38;3;5384982;Oakridge;Guérande;3006 Northfield Avenue;asalmonbw@house.gov
861009;2017-12-20;709889;21;1;7355464;6th;Margate;653 Tomscot Court;cbiggsbx@statcounter.com
105435;2018-11-27;868399;11;2;3480777;Cody;Habo;3 Mccormick Park;kjenckesby@domainmarket.com
754836;2018-03-09;409812;26;4;3632852;Anniversary;Marseille;3 Mendota Junction;tkenfordbz@nifty.com
85172;2018-07-24;939562;39;5;2778567;Blackbird;Tecka;534 Darwin Avenue;kdowsec0@usatoday.com
685372;2018-06-01;238212;34;5;6682192;Porter;Sabang;42 Portage Park;rdriuttic1@nhs.uk
954310;2018-03-04;687475;8;3;5412340;Duke;A’ershan;00 Independence Terrace;ecolvillc2@google.com.hk
304458;2018-11-24;590406;36;1;9024432;Sullivan;Sendang;64 Bellgrove Place;bmiddlebrookc3@bing.com
444596;2018-03-31;49179;38;1;6401842;Crownhardt;Huangcun;35399 Scott Terrace;zkisbeec4@google.com.br
844035;2018-06-08;443311;48;4;8220122;Green Ridge;Sukasada;65335 Gulseth Terrace;swilcec5@hud.gov
346652;2018-04-14;992012;54;5;7688637;Mallard;Satipo;1 Del Sol Drive;cfearneyc6@comsenz.com
659138;2018-08-09;345670;16;5;3295597;Dakota;Non Suwan;23636 Dawn Way;skinnierc7@virginia.edu
625854;2018-03-19;798231;54;3;2907844;7th;Peña Blanca;71128 Bluejay Trail;nfruishc8@amazon.co.jp
186748;2018-07-15;659923;57;5;1887022;Elmside;Paderne;8838 Loeprich Center;smadiganc9@squarespace.com
49549;2018-05-14;232972;0;4;1767330;Westridge;Thessaloníki;791 Butterfield Hill;bwellerca@123-reg.co.uk
73674;2018-08-16;891848;27;5;6721492;Truax;Caoxi;45 Novick Pass;hswatlandcb@networkadvertising.org
963747;2018-10-09;76490;41;5;6191569;Darwin;Klatakan;14 Saint Paul Point;gmcwhannelcc@msn.com
643326;2018-02-26;102744;49;5;1380902;Cascade;Putat Lor;852 Coolidge Crossing;cskiggscd@linkedin.com
167530;2018-09-05;45411;0;3;4209204;Northridge;Fontaínhas;5033 Talmadge Pass;kgoodreidce@unc.edu
860993;2018-08-03;359647;35;1;9198387;Northfield;Paraíso;0 Independence Place;jgianiellocf@uol.com.br
182296;2018-11-28;736623;28;5;1121081;Oak Valley;Sogamoso;0 Ruskin Pass;cmyttoncg@t.co
468955;2018-09-22;131873;58;5;6879492;Northridge;Azul;1 Red Cloud Crossing;plottringtonch@nps.gov
972388;2018-11-11;473008;40;3;4907868;Brentwood;Balqash;432 Atwood Junction;bbeanyci@php.net
147372;2018-10-12;983781;60;1;418074;Lawn;Zemio;66 Basil Avenue;wpetrollicj@pbs.org
595023;2018-07-18;172286;28;1;7950945;Bobwhite;San Jose;513 Bowman Park;rrodsonck@aol.com
505028;2018-01-15;455956;51;4;2172811;Raven;Glempang Tengah;06 Kim Avenue;apobjaycl@fastcompany.com
815809;2018-11-20;591164;26;5;2325521;Rutledge;Arras;9997 Trailsway Parkway;athickcm@mit.edu
548501;2018-01-28;130515;58;1;1280009;Loeprich;Đắk Hà;8 Sycamore Road;bgilliscn@xing.com
265603;2018-03-03;391318;0;3;8363231;Sugar;Zhudian;3 Bluejay Lane;vbuttressco@dagondesign.com
509931;2018-07-18;676332;28;4;7378174;Hollow Ridge;Stara Pazova;57 Mendota Pass;gchadwellcp@pbs.org
254203;2018-04-19;233780;31;5;3573405;Colorado;Štitar;38 Shopko Court;cwoodallcq@gnu.org
508558;2018-03-05;368848;49;2;6303820;Vermont;Shuishiying;545 Farragut Avenue;flochcr@umn.edu
573078;2018-10-05;812451;43;5;1039783;Almo;Emmaboda;84779 Nova Way;jmacalpynecs@ihg.com
583604;2018-09-08;402464;15;3;1411;East;Siedliska;9 Bartillon Alley;fsherrellct@usa.gov
394273;2018-10-10;555153;48;3;928816;High Crossing;Jalal-Abad;0 Bashford Terrace;kcleworthcu@usnews.com
747123;2017-12-13;666501;54;1;3601087;Twin Pines;Kure;7 Glacier Hill Hill;lduckerincv@cbslocal.com
321680;2018-03-26;263137;14;4;8342966;Bowman;Nickby;79131 Armistice Junction;mwifflercw@xing.com
